Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
2318841732,"Apr 25, 2019, 6:37:19 PM",Evening Run,Run,,1387,5.03,163.0,14,false,,,activities/2467530021.tcx.gz,,,1387.0,1369.0,5029.89990234375,4.300000190734863,,28.966217041015625,,117.0,131.5,7.800000190734863,-0.013916777446866035,,,96.0,87.66106414794922,163.0,134.00146484375,,,184.0,,,14.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2341555878,"May 4, 2019, 3:05:54 PM",Afternoon Run,Run,,3738,10.74,184.0,132,false,,,activities/2491267925.tcx.gz,,,,3129.0,10745.7998046875,5.900000095367432,,41.91310501098633,,112.5,131.1999969482422,18.399999618530273,0.004652980715036392,,,102.0,87.17120361328125,184.0,,,,554.0,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2347250321,"May 6, 2019, 5:01:53 PM",Evening Run,Run,,2927,6.03,182.0,53,false,,,activities/2497248852.tcx.gz,,,,1767.0,6029.60009765625,4.699999809265137,,,,117.19999694824219,119.0999984741211,25.0,-0.008292424492537975,,,92.0,87.05382537841797,182.0,,,,285.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2352292203,"May 8, 2019, 6:07:43 PM",Evening Run,Run,,2295,6.96,180.0,62,false,,,activities/2502479357.tcx.gz,,,,2088.0,6963.39990234375,4.300000190734863,,29.60073471069336,,117.0,131.5,7.099999904632568,-0.002872160170227289,,,92.0,87.85720825195312,180.0,,,,338.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2359747155,"May 11, 2019, 4:56:36 PM",Evening Run,Run,,6983,21.33,184.0,262,false,,,activities/2510198612.tcx.gz,,,,6907.0,21337.80078125,4.199999809265137,,88.19047546386719,,112.5,131.5,11.399999618530273,0.0018746075220406055,,,95.0,85.94337463378906,184.0,,,,1202.0,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2364936741,"May 13, 2019, 5:05:38 PM",Evening Run,Run,,2763,5.04,181.0,46,false,,,activities/2515618618.tcx.gz,,,,1425.0,5046.5,5.0,,,,117.19999694824219,119.19999694824219,50.0,-0.00792628526687622,,,95.0,86.65003204345703,181.0,,,,233.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2377301381,"May 18, 2019, 8:44:13 AM",Morning Run,Run,,11687,29.50,183.0,272,false,,,activities/2528365043.tcx.gz,,,,10371.0,29504.19921875,3.700000047683716,,192.86825561523438,,116.19999694824219,123.4000015258789,15.800000190734863,0.004745087120682001,,,91.0,84.49136352539062,183.0,,,,1613.0,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2377302741,"May 16, 2019, 5:52:47 PM",Evening Run,Run,,3742,10.05,174.0,98,false,,,activities/2528367126.tcx.gz,,,,3160.0,10050.0,4.599999904632568,,40.19940185546875,,117.0,131.5,7.800000190734863,-0.0029850746504962444,,,92.0,85.3154525756836,174.0,,,,522.0,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2391320969,"May 20, 2019, 5:02:54 PM",Evening Run,Run,,2342,4.14,166.0,17,false,,,activities/2542818016.tcx.gz,,,,1433.0,4142.60009765625,3.4000000953674316,,,,117.19999694824219,119.0999984741211,3.700000047683716,-0.004827885888516903,,,87.0,82.95101165771484,166.0,,,,204.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2394144261,"May 23, 2019, 6:32:10 PM",Evening Run,Run,,1699,5.11,159.0,10,false,,,activities/2545721717.tcx.gz,,,,1461.0,5117.7001953125,5.5,,30.029386520385742,,117.0,131.5,12.199999809265137,0.001954002771526575,,,90.0,85.68175506591797,159.0,,,,185.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
